#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)"
28000,112.00000000004495,-1382826.134836604,253267.5397564604,-1129558.5950801435,301.7517369165828,977.2636284673579
29000,116.00000000004984,-1379011.407258547,251415.19433067433,-1127596.2129278725,299.54478828772216,982.0349638939423
30000,120.00000000005473,-1381863.4842562256,252064.92985112293,-1129798.5544051027,300.31890573688395,977.7845892383043
31000,124.00000000005961,-1380042.425982248,252111.72910214448,-1127930.6968801036,300.3746639887931,976.4540497280751
32000,128.0000000000645,-1380876.097670843,252631.56972930612,-1128244.5279415369,300.99402015388506,977.9053466809332
33000,132.00000000005517,-1379113.0113327177,253449.09947017714,-1125663.9118625405,301.96805346082203,977.4886196707957
34000,136.00000000004584,-1379257.4992384156,254749.6451694938,-1124507.8540689219,303.51756874448444,978.2753009684299
35000,140.00000000003652,-1380434.1246925136,252264.04271702297,-1128170.0819754906,300.55613571584433,977.8684834545671
36000,144.0000000000272,-1379591.6054905104,252877.0287701541,-1126714.5767203562,301.2864685741958,977.533222293581
37000,148.00000000001788,-1380603.3259644387,253200.0028404963,-1127403.3231239424,301.67127109092763,976.1329265611503
38000,152.00000000000855,-1381202.537352684,253497.72337625126,-1127704.8139764327,302.02598567008835,975.3359517322308
39000,155.99999999999923,-1378365.9740339862,253019.3698678311,-1125346.6041661552,301.45605869814113,978.3754544167573
40000,159.9999999999899,-1381090.528739375,253774.2840419638,-1127316.2446974113,302.35548964569386,979.4941768194103
41000,163.9999999999806,-1379170.3006940214,253315.9531717479,-1125854.3475222734,301.8094183398205,979.6594352708432
42000,167.99999999997127,-1381402.7777397232,252968.934181443,-1128433.8435582803,301.3959678709281,978.0832898953507
43000,171.99999999996194,-1383088.4536660397,251292.4406394694,-1131796.0130265704,299.3985352796595,976.1268267392147
44000,175.99999999995262,-1381893.7588062752,252862.63553074413,-1129031.123275531,301.2693199692226,975.7215633518283
45000,179.9999999999433,-1379443.763629538,251659.9173655293,-1127783.8462640087,299.83635980494853,977.1219990349388
46000,183.99999999993398,-1381287.0749435937,252755.65998006886,-1128531.4149635248,301.1418655853923,976.1565349283234
47000,187.99999999992465,-1380871.2764320755,253644.67419918877,-1127226.6022328867,302.20106798069696,975.9729794608289
48000,191.99999999991533,-1379926.1715609794,253371.87589786536,-1126554.2956631142,301.87604661660356,976.6997003130274
49000,195.999999999906,-1381809.8773749312,253431.7917999564,-1128378.0855749748,301.94743250183103,975.070834036381
50000,199.9999999998967,-1382526.9062417839,252401.208460598,-1130125.6977811859,300.7195597432938,976.4241666322072
51000,203.99999999988736,-1379598.5220925575,250639.87429491966,-1128958.6477976379,298.6210450884153,975.972015618234
52000,207.99999999987804,-1380223.037670889,253185.51687333224,-1127037.5207975567,301.65401200688996,977.8664942148308
53000,211.99999999986872,-1381200.570356953,254322.73232236446,-1126877.8380345884,303.0089299617286,977.835589612102
54000,215.9999999998594,-1379540.7069279095,252059.01442747362,-1127481.692500436,300.311857895844,977.5248055124517
55000,219.99999999985008,-1379623.6171542713,252492.0803557104,-1127131.536798561,300.8278276729837,977.132199961887
56000,223.99999999984075,-1381295.1960570253,251616.30803257495,-1129678.8880244503,299.7844021321358,979.1463717972085
57000,227.99999999983143,-1378960.5965149961,251562.9495614561,-1127397.64695354,299.7208289977546,979.3576864495785
58000,231.9999999998221,-1382405.9593209876,252260.44423341728,-1130145.5150875703,300.55184835758547,977.4780019666263
59000,235.9999999998128,-1381238.4784050928,253520.20821801192,-1127718.2701870808,302.0527748909341,978.0812818646643
60000,239.99999999980346,-1378940.6398998154,252506.6910096543,-1126433.9488901612,300.8452353131783,978.9980267362761
61000,243.99999999979414,-1378898.8343916899,253214.86648547993,-1125683.9679062099,301.68898015342745,977.0829654138731
62000,247.99999999978482,-1381179.8651035465,250795.71786641044,-1130384.147237136,298.80672252828714,977.8124069037461
63000,251.9999999997755,-1382248.6350476863,252661.97268967703,-1129586.6623580093,301.03024329605375,976.7792378696032
64000,255.99999999976617,-1382468.3913798612,255223.422134539,-1127244.969245322,304.0820430638185,978.5455187474049
65000,259.99999999978525,-1381325.9655023906,252328.23292227864,-1128997.732580112,300.6326141542086,977.5636775327314
66000,263.99999999980434,-1380699.9304969348,253795.36735335673,-1126904.5631435781,302.38060903461707,980.3693253045342
67000,267.99999999982344,-1378863.1676568976,253817.57347908342,-1125045.5941778142,302.40706618350663,979.0141399800643
68000,271.99999999984254,-1381287.5087589808,252379.1377391111,-1128908.3710198696,300.69326391971504,975.317153930636
69000,275.99999999986164,-1381367.276163238,253364.02843535753,-1128003.2477278805,301.8666968774131,975.3896512300686
70000,279.99999999988074,-1381382.9852681225,252170.71031679935,-1129212.2749513232,300.4449362549693,978.4480418269732
71000,283.99999999989984,-1381179.083813483,253831.73399564705,-1127347.3498178357,302.42393751440363,977.2072653398649
72000,287.99999999991894,-1378536.648681135,253269.37997542464,-1125267.2687057103,301.75392941732446,979.1898662453096
73000,291.99999999993804,-1379704.6418861179,253645.74658362282,-1126058.895302495,302.2023456567305,977.0737504328521
74000,295.99999999995714,-1380341.8805729346,252728.00730091074,-1127613.8732720239,301.1089192237133,978.4522707889322
75000,299.99999999997624,-1380322.7531110588,252854.711198538,-1127468.0419125208,301.25987864480567,975.7503237548053
76000,303.99999999999534,-1382216.4090637593,252278.47145640937,-1129937.9376073498,300.57332661672154,975.1522647171672
77000,308.00000000001444,-1382611.900761866,250757.3358217606,-1131854.5649401054,298.76099282818177,977.2805718335741
78000,312.00000000003354,-1380598.7301785005,251054.02039884528,-1129544.7097796553,299.1144731302282,978.9496030690614
79000,316.00000000005264,-1380638.5408745194,251871.3146425176,-1128767.2262320018,300.0882258576294,978.8256222740902
80000,320.00000000007174,-1380332.8689933168,253177.29505555384,-1127155.573937763,301.64421624783756,977.6907751118162
81000,324.00000000009084,-1380216.933682952,253915.53129996956,-1126301.4023829824,302.5237765310915,978.2132544095565
82000,328.00000000010994,-1378603.0109428791,253810.96601836028,-1124792.0449245188,302.3991938254786,977.4019630018269
83000,332.00000000012903,-1379868.367706365,254024.38621125132,-1125843.9814951136,302.6534700503745,979.7207826601216
84000,336.00000000014813,-1378979.8943997053,252923.27815339444,-1126056.616246311,301.3415716945463,978.454329603862
85000,340.00000000016723,-1380210.5688624494,252916.8953141828,-1127293.6735482665,301.33396695838303,978.1370425690559
86000,344.00000000018633,-1380232.9972249595,252102.98844099644,-1128130.008783963,300.36425006174284,978.9941789198446
87000,348.00000000020543,-1379762.2473715488,253007.59759922817,-1126754.6497723206,301.4420328087524,978.3917345626602
88000,352.00000000022453,-1379680.9264017185,251925.43742071523,-1127755.4889810034,300.15270961399074,975.10866268235
89000,356.00000000024363,-1380062.7379257353,253383.16750035022,-1126679.5704253851,301.88949982369695,976.420145106087
90000,360.00000000026273,-1381517.748010979,253614.0423020542,-1127903.705708925,302.1645720753224,977.001242369864
91000,364.00000000028183,-1380984.2802665578,252555.74211493364,-1128428.5381516241,300.9036765024043,977.3670112761445
92000,368.00000000030093,-1380571.7164576203,252483.80278375203,-1128087.9136738682,300.8179654864662,973.680815627141
93000,372.00000000032003,-1382245.6706937682,253533.2933893591,-1128712.3773044092,302.0683650182186,975.8289998198823
94000,376.0000000003391,-1379465.658200182,253206.42199493555,-1126259.2362052465,301.6789190943134,975.8864663093304
95000,380.0000000003582,-1380484.3402923802,252040.24902260918,-1128444.091269771,300.28950014120545,977.0964518222382
96000,384.0000000003773,-1382151.1366835563,253287.65860420786,-1128863.4780793483,301.77570721004554,976.4184053126618
97000,388.0000000003964,-1379895.5936393635,252303.5332533071,-1127592.0603860565,300.60318611135483,977.9327331705742
98000,392.0000000004155,-1381004.8147456637,252488.85263958262,-1128515.962106081,300.823982059966,977.1218042581037
99000,396.0000000004346,-1380298.684125931,251669.35509069485,-1128629.329035236,299.84760423826197,979.5076622261461
100000,400.0000000004537,-1380311.5521929348,252818.25202789716,-1127493.3001650376,301.21643992353097,977.674292341964
